student_id,batch_name,price,payment_type
1638,SEBI,9999,Full Payment
1640,NABARD,4999,EMI
1641,RBI Grade B,9999,EMI
1642,Banking,4999,EMI
1643,NABARD,7999,Full Payment
1644,Banking,4999,Full Payment
1646,Banking,9999,Full Payment
1647,NABARD,4999,Full Payment
1648,Banking,9999,EMI
1652,SEBI,11999,EMI
1653,RBI Grade B,7999,Full Payment
1654,NABARD,4999,Full Payment
1655,Banking,9999,EMI
1656,Banking,11999,EMI
1657,NABARD,4999,Full Payment
1661,SSC CGL,11999,EMI
1665,NABARD,4999,EMI
1666,SEBI,4999,Full Payment
1668,RBI Grade B,9999,Full Payment
1669,NABARD,11999,Full Payment
1671,SEBI,9999,Full Payment
1673,NABARD,11999,Full Payment
1675,RBI Grade B,7999,Full Payment
1676,SEBI,9999,Full Payment
1680,Banking,11999,EMI
1684,SEBI,7999,EMI
1689,RBI Grade B,11999,EMI
1691,SSC CGL,9999,Full Payment
1693,RBI Grade B,4999,Full Payment
1698,Banking,11999,Full Payment
1699,SSC CGL,7999,EMI
1700,SSC CGL,9999,EMI
1706,SEBI,11999,EMI
1710,Banking,9999,Full Payment
1711,RBI Grade B,7999,Full Payment
1719,SSC CGL,4999,EMI
1720,SEBI,9999,EMI
1721,SEBI,4999,EMI
1722,RBI Grade B,4999,EMI
1726,NABARD,7999,EMI
1733,SSC CGL,9999,Full Payment
1737,NABARD,11999,Full Payment
1740,SSC CGL,7999,Full Payment
1741,RBI Grade B,9999,EMI
1742,NABARD,9999,EMI
1744,NABARD,9999,EMI
1745,SEBI,4999,EMI
1747,RBI Grade B,11999,Full Payment
1748,NABARD,4999,Full Payment
1749,SSC CGL,11999,EMI
1754,SSC CGL,9999,Full Payment
1756,RBI Grade B,9999,Full Payment
1757,SSC CGL,7999,Full Payment
1758,SEBI,11999,EMI
1759,SSC CGL,4999,Full Payment
1762,Banking,4999,Full Payment
1763,SSC CGL,4999,Full Payment
1764,NABARD,11999,EMI
1767,SEBI,11999,EMI
1769,SSC CGL,7999,Full Payment
1770,Banking,7999,Full Payment
1772,RBI Grade B,11999,Full Payment
1774,SSC CGL,9999,EMI
1776,SEBI,4999,Full Payment
1777,SSC CGL,9999,EMI
1779,RBI Grade B,7999,Full Payment
1780,NABARD,4999,EMI
1781,RBI Grade B,11999,Full Payment
1782,NABARD,11999,Full Payment
1783,Banking,11999,EMI
1785,SEBI,4999,EMI
1786,Banking,11999,Full Payment
1787,SEBI,4999,EMI
1788,NABARD,11999,EMI
1789,SEBI,9999,EMI
1790,RBI Grade B,11999,EMI
1791,RBI Grade B,4999,EMI
1793,RBI Grade B,9999,Full Payment
1794,SEBI,9999,EMI
1795,SSC CGL,9999,Full Payment
1796,SSC CGL,7999,Full Payment
1798,NABARD,11999,EMI
1799,RBI Grade B,11999,EMI
1801,Banking,11999,EMI
1802,SSC CGL,11999,EMI
1804,SSC CGL,11999,Full Payment
1805,SEBI,4999,Full Payment
1809,Banking,11999,Full Payment
1810,NABARD,4999,EMI
1811,Banking,11999,Full Payment
1815,RBI Grade B,4999,EMI
1817,SSC CGL,9999,Full Payment
1818,RBI Grade B,9999,EMI
1823,Banking,9999,Full Payment
1825,RBI Grade B,9999,EMI
1829,SSC CGL,4999,EMI
1832,NABARD,11999,EMI
1833,RBI Grade B,11999,Full Payment
1835,Banking,9999,Full Payment
1836,NABARD,9999,EMI
1837,SEBI,9999,EMI
1840,Banking,11999,EMI
1841,Banking,7999,Full Payment
1844,RBI Grade B,4999,EMI
1846,RBI Grade B,9999,Full Payment
1849,RBI Grade B,4999,Full Payment
1851,SSC CGL,9999,EMI
1853,NABARD,4999,Full Payment
1856,SSC CGL,11999,Full Payment
1857,NABARD,9999,Full Payment
1859,NABARD,9999,EMI
1860,NABARD,11999,EMI
1861,RBI Grade B,4999,EMI
1863,SEBI,7999,EMI
1865,NABARD,9999,Full Payment
1867,SEBI,7999,EMI
1871,Banking,11999,EMI
1874,SEBI,4999,EMI
1875,SEBI,4999,EMI
1877,Banking,7999,EMI
1878,Banking,7999,EMI
1880,Banking,4999,Full Payment
1883,Banking,11999,EMI
1884,SEBI,4999,EMI
1886,NABARD,4999,Full Payment
1887,NABARD,4999,EMI
1888,SEBI,9999,Full Payment
1890,SEBI,7999,EMI
1894,NABARD,7999,EMI
1895,RBI Grade B,7999,Full Payment
1896,NABARD,9999,Full Payment
1898,RBI Grade B,7999,Full Payment
1899,SSC CGL,4999,Full Payment
1902,RBI Grade B,9999,Full Payment
1903,NABARD,9999,Full Payment
1905,SSC CGL,7999,EMI
1907,SEBI,9999,EMI
1908,SSC CGL,4999,EMI
1911,NABARD,9999,Full Payment
1913,Banking,9999,EMI
1916,NABARD,7999,EMI
1917,Banking,9999,Full Payment
1918,NABARD,9999,Full Payment
1919,SEBI,7999,Full Payment
1920,NABARD,7999,EMI
1921,SEBI,9999,Full Payment
1922,RBI Grade B,9999,Full Payment
1924,RBI Grade B,11999,Full Payment
1928,SEBI,9999,EMI
1929,NABARD,7999,EMI
1930,SSC CGL,11999,EMI
1931,NABARD,9999,EMI
1932,Banking,7999,Full Payment
1933,NABARD,4999,Full Payment
1936,Banking,7999,EMI
1937,SSC CGL,7999,EMI
1940,SSC CGL,7999,EMI
1944,Banking,4999,Full Payment
1945,NABARD,4999,EMI
1946,NABARD,9999,EMI
1949,SSC CGL,4999,Full Payment
1950,NABARD,11999,Full Payment
1951,SEBI,11999,Full Payment
1956,RBI Grade B,11999,Full Payment
1957,NABARD,4999,Full Payment
1960,NABARD,7999,EMI
1963,Banking,9999,Full Payment
1965,RBI Grade B,11999,EMI
1966,NABARD,9999,EMI
1968,NABARD,9999,EMI
1969,RBI Grade B,7999,EMI
1978,SEBI,7999,Full Payment
1980,RBI Grade B,7999,Full Payment
1981,SEBI,11999,Full Payment
1983,SSC CGL,9999,Full Payment
1985,RBI Grade B,9999,EMI
1987,RBI Grade B,7999,EMI
1988,RBI Grade B,4999,Full Payment
1989,SEBI,7999,Full Payment
1990,NABARD,9999,EMI
1991,Banking,7999,EMI
1992,SSC CGL,11999,EMI
1994,Banking,7999,EMI
1996,SEBI,11999,Full Payment
1998,SSC CGL,7999,EMI
2000,RBI Grade B,9999,Full Payment
2001,SEBI,11999,Full Payment
2004,SEBI,9999,EMI
2006,SSC CGL,9999,Full Payment
2008,NABARD,11999,Full Payment
2009,RBI Grade B,9999,Full Payment
2010,Banking,7999,Full Payment
2012,Banking,9999,Full Payment
2013,SEBI,7999,EMI
2014,SEBI,4999,Full Payment
2015,SEBI,9999,Full Payment
2017,RBI Grade B,7999,EMI
2018,NABARD,4999,Full Payment
2019,RBI Grade B,4999,Full Payment
2021,Banking,11999,Full Payment
2024,Banking,9999,EMI
2025,Banking,9999,EMI
2027,SEBI,4999,EMI
2028,Banking,11999,EMI
2029,NABARD,11999,Full Payment
2030,SEBI,4999,Full Payment
2031,RBI Grade B,9999,Full Payment
2032,RBI Grade B,7999,EMI
2033,SEBI,4999,Full Payment
2034,Banking,11999,EMI
2036,SSC CGL,9999,EMI
2038,RBI Grade B,9999,Full Payment
2040,Banking,11999,Full Payment
2042,Banking,9999,EMI
2043,SEBI,11999,EMI
2044,RBI Grade B,9999,Full Payment
2045,SEBI,9999,EMI
2050,SSC CGL,11999,EMI
2054,Banking,9999,Full Payment
2055,SSC CGL,11999,EMI
2057,Banking,11999,EMI
2062,SSC CGL,11999,EMI
2066,SSC CGL,7999,EMI
2069,SSC CGL,4999,Full Payment
2071,SEBI,4999,EMI
2073,Banking,7999,EMI
2076,RBI Grade B,9999,EMI
2077,RBI Grade B,11999,Full Payment
2079,Banking,11999,EMI
2081,SSC CGL,7999,Full Payment
2085,SEBI,11999,Full Payment
2088,NABARD,11999,EMI
2091,SEBI,4999,Full Payment
2092,NABARD,11999,EMI
2094,SEBI,7999,EMI
2095,SSC CGL,11999,Full Payment
2096,Banking,4999,EMI
2099,Banking,4999,Full Payment
2100,NABARD,4999,Full Payment
2101,SSC CGL,9999,Full Payment
2102,Banking,9999,EMI
2108,SSC CGL,4999,EMI
2109,SSC CGL,4999,Full Payment
2110,SSC CGL,4999,EMI
2112,SSC CGL,4999,Full Payment
2114,RBI Grade B,11999,EMI
2116,SSC CGL,11999,Full Payment
2118,SSC CGL,7999,EMI
2127,NABARD,11999,EMI
2128,SEBI,9999,EMI
2130,SSC CGL,9999,Full Payment
2132,Banking,11999,Full Payment
2133,NABARD,7999,Full Payment
2135,SEBI,7999,Full Payment
2136,RBI Grade B,4999,EMI
2138,SEBI,4999,EMI
2139,Banking,9999,EMI
2140,SSC CGL,4999,EMI
2143,SSC CGL,11999,EMI
2144,NABARD,11999,Full Payment
2145,RBI Grade B,11999,EMI
2146,SSC CGL,11999,EMI
2148,NABARD,11999,EMI
2149,NABARD,11999,EMI
2150,NABARD,7999,Full Payment
2151,NABARD,7999,EMI
2152,NABARD,7999,Full Payment
2153,RBI Grade B,9999,EMI
2154,Banking,11999,Full Payment
2156,NABARD,7999,Full Payment
2157,RBI Grade B,9999,Full Payment
2158,Banking,7999,EMI
2160,Banking,11999,EMI
2161,SSC CGL,11999,Full Payment
2162,SSC CGL,7999,Full Payment
2163,RBI Grade B,9999,Full Payment
2164,RBI Grade B,7999,Full Payment
2165,RBI Grade B,4999,Full Payment
2169,SSC CGL,9999,EMI
2174,NABARD,9999,Full Payment
2175,RBI Grade B,9999,Full Payment
2176,SSC CGL,11999,EMI
2177,Banking,7999,EMI
2178,SSC CGL,7999,EMI
2180,SEBI,9999,EMI
2184,SEBI,7999,EMI
2185,Banking,11999,EMI
2186,Banking,7999,EMI
2189,RBI Grade B,4999,EMI
2190,SSC CGL,9999,EMI
2191,SEBI,7999,EMI
2195,Banking,9999,Full Payment
2196,Banking,11999,Full Payment
2198,Banking,4999,Full Payment
2200,SSC CGL,4999,Full Payment
2206,RBI Grade B,7999,EMI
2207,SEBI,4999,EMI
2209,NABARD,9999,EMI
2210,NABARD,9999,EMI
2211,SEBI,4999,Full Payment
2212,SSC CGL,11999,Full Payment
2214,SEBI,9999,Full Payment
2216,SEBI,11999,Full Payment
2217,Banking,4999,EMI
2218,RBI Grade B,11999,EMI
2219,Banking,9999,Full Payment
2220,SEBI,4999,Full Payment
2223,NABARD,4999,EMI
2225,Banking,7999,Full Payment
2227,Banking,11999,Full Payment
2228,NABARD,4999,EMI
2230,RBI Grade B,4999,EMI
2231,Banking,7999,Full Payment
2232,SEBI,7999,EMI
2233,SEBI,11999,EMI
2234,NABARD,11999,EMI
2235,SEBI,11999,EMI
2237,NABARD,9999,Full Payment
2238,RBI Grade B,7999,EMI
2240,SEBI,7999,Full Payment
2242,RBI Grade B,7999,Full Payment
2243,RBI Grade B,7999,EMI
2245,SEBI,4999,EMI
2246,Banking,9999,Full Payment
2248,SSC CGL,7999,Full Payment
2249,Banking,4999,Full Payment
2250,Banking,4999,Full Payment
2251,RBI Grade B,4999,Full Payment
2253,SEBI,9999,EMI
2254,RBI Grade B,9999,Full Payment
2255,RBI Grade B,11999,Full Payment
2257,SSC CGL,9999,Full Payment
2258,NABARD,9999,Full Payment
2262,SEBI,7999,EMI
2263,NABARD,7999,Full Payment
2264,RBI Grade B,4999,EMI
2266,SSC CGL,11999,Full Payment
2268,RBI Grade B,11999,EMI
2270,Banking,7999,Full Payment
2271,NABARD,7999,Full Payment
2272,Banking,4999,Full Payment
2274,SEBI,9999,EMI
2276,SSC CGL,9999,EMI
2279,SEBI,9999,EMI
2281,NABARD,11999,Full Payment
2282,NABARD,11999,EMI
2285,Banking,9999,Full Payment
2286,SSC CGL,7999,EMI
2287,NABARD,11999,Full Payment
2290,Banking,9999,Full Payment
2297,Banking,11999,EMI
2299,SEBI,7999,EMI
2301,Banking,11999,EMI
2302,SEBI,4999,Full Payment
2304,SEBI,9999,Full Payment
2305,NABARD,9999,EMI
2309,SEBI,7999,EMI
2311,RBI Grade B,9999,Full Payment
2313,RBI Grade B,7999,EMI
2314,RBI Grade B,7999,EMI
2315,Banking,7999,Full Payment
2316,SEBI,9999,Full Payment
2319,SEBI,7999,EMI
2320,NABARD,11999,Full Payment
2321,RBI Grade B,11999,EMI
2324,SEBI,4999,EMI
2325,SEBI,9999,EMI
2326,Banking,4999,Full Payment
2329,NABARD,11999,EMI
2331,NABARD,7999,EMI
2335,NABARD,7999,EMI
2338,RBI Grade B,9999,EMI
2342,SSC CGL,7999,EMI
2343,SEBI,7999,Full Payment
2344,SEBI,11999,Full Payment
2348,Banking,7999,EMI
2352,SEBI,9999,EMI
2355,RBI Grade B,4999,EMI
2356,NABARD,11999,Full Payment
2357,SSC CGL,11999,Full Payment
2358,Banking,11999,EMI
2361,NABARD,9999,Full Payment
2367,Banking,11999,EMI
2368,RBI Grade B,7999,EMI
2369,Banking,7999,Full Payment
2371,Banking,4999,Full Payment
2375,RBI Grade B,7999,Full Payment
2377,SEBI,4999,Full Payment
2380,RBI Grade B,4999,EMI
2381,Banking,9999,Full Payment
2382,SEBI,7999,Full Payment
2383,SEBI,4999,Full Payment
2384,SSC CGL,7999,Full Payment
2385,RBI Grade B,7999,Full Payment
2386,RBI Grade B,7999,Full Payment
2387,Banking,11999,EMI
2388,RBI Grade B,7999,EMI
2392,SSC CGL,11999,EMI
2395,RBI Grade B,4999,Full Payment
2399,SSC CGL,11999,EMI
2403,NABARD,9999,Full Payment
2405,Banking,11999,Full Payment
2406,RBI Grade B,9999,EMI
2408,Banking,4999,Full Payment
2413,SEBI,11999,Full Payment
2414,SEBI,4999,EMI
2415,Banking,7999,Full Payment
2419,Banking,4999,Full Payment
2421,SSC CGL,4999,Full Payment
2424,SEBI,9999,Full Payment
2425,SEBI,9999,Full Payment
2427,NABARD,7999,Full Payment
2429,RBI Grade B,4999,EMI
2430,NABARD,9999,Full Payment
2431,SEBI,7999,EMI
2433,RBI Grade B,11999,EMI
2435,SSC CGL,11999,EMI
2438,NABARD,4999,EMI
2439,SSC CGL,9999,Full Payment
2440,SEBI,4999,Full Payment
2441,Banking,9999,Full Payment
2442,NABARD,7999,Full Payment
2446,Banking,9999,Full Payment
2447,NABARD,4999,EMI
2448,NABARD,4999,EMI
2449,SEBI,9999,EMI
2451,SEBI,11999,EMI
2452,Banking,11999,Full Payment
2458,NABARD,4999,EMI
2460,NABARD,4999,Full Payment
2461,SEBI,11999,Full Payment
2462,Banking,11999,Full Payment
2464,SEBI,4999,Full Payment
2466,SEBI,7999,Full Payment
2467,RBI Grade B,7999,Full Payment
2470,SEBI,11999,Full Payment
2471,Banking,4999,EMI
2472,NABARD,4999,EMI
2473,RBI Grade B,11999,EMI
2475,RBI Grade B,4999,EMI
2476,SSC CGL,9999,EMI
2479,Banking,11999,Full Payment
2481,NABARD,4999,EMI
2485,RBI Grade B,7999,Full Payment
2486,RBI Grade B,4999,EMI
2488,SSC CGL,11999,EMI
2489,SSC CGL,4999,EMI
2490,Banking,11999,Full Payment
2491,RBI Grade B,7999,Full Payment
2492,NABARD,9999,Full Payment
2494,SSC CGL,4999,Full Payment
2497,NABARD,9999,Full Payment
2498,Banking,7999,EMI
2499,SEBI,9999,Full Payment
2501,NABARD,7999,EMI
2502,Banking,11999,Full Payment
2503,Banking,11999,Full Payment
2508,NABARD,11999,Full Payment
2509,NABARD,4999,Full Payment
2510,SSC CGL,11999,Full Payment
2513,SSC CGL,9999,EMI
2514,SSC CGL,7999,Full Payment
2515,SSC CGL,9999,Full Payment
2518,Banking,11999,EMI
2521,SEBI,9999,Full Payment
2526,RBI Grade B,4999,EMI
2528,RBI Grade B,4999,EMI
2529,SEBI,4999,EMI
2530,SEBI,9999,EMI
2531,SSC CGL,7999,EMI
2532,Banking,11999,Full Payment
2534,SSC CGL,4999,EMI
2535,NABARD,9999,Full Payment
2539,NABARD,7999,Full Payment
2540,SSC CGL,9999,EMI
2546,RBI Grade B,9999,Full Payment
2552,Banking,4999,Full Payment
2554,SSC CGL,7999,EMI
2557,Banking,11999,Full Payment
2558,SEBI,9999,Full Payment
2559,Banking,11999,EMI
2561,RBI Grade B,9999,Full Payment
2563,NABARD,4999,EMI
2566,Banking,7999,EMI
2571,SSC CGL,7999,EMI
2572,SEBI,4999,Full Payment
2574,NABARD,11999,EMI
2576,SSC CGL,11999,Full Payment
2583,SSC CGL,11999,Full Payment
2587,SEBI,11999,EMI
2590,RBI Grade B,11999,Full Payment
2592,RBI Grade B,9999,EMI
2593,Banking,4999,Full Payment
2594,SEBI,9999,Full Payment
2595,SEBI,4999,EMI
2596,NABARD,4999,Full Payment
2599,Banking,11999,Full Payment
2600,RBI Grade B,7999,Full Payment
2601,RBI Grade B,9999,EMI
2602,RBI Grade B,11999,EMI
2609,RBI Grade B,4999,EMI
2610,NABARD,7999,EMI
2613,SSC CGL,7999,Full Payment
2614,Banking,11999,Full Payment
2616,NABARD,7999,EMI
2619,SSC CGL,9999,EMI
2621,SSC CGL,7999,Full Payment
2622,NABARD,11999,EMI
2623,Banking,7999,EMI
2624,RBI Grade B,11999,EMI
2626,NABARD,7999,EMI
2628,NABARD,4999,EMI
2629,SEBI,4999,Full Payment
2630,SSC CGL,4999,Full Payment
2637,Banking,11999,Full Payment
2638,SSC CGL,11999,Full Payment
2640,RBI Grade B,7999,Full Payment
2641,Banking,9999,Full Payment
2642,SEBI,11999,EMI
2644,RBI Grade B,4999,Full Payment
2646,NABARD,4999,EMI
2648,SEBI,9999,EMI
2653,SSC CGL,9999,Full Payment
2656,NABARD,9999,EMI
2658,NABARD,9999,Full Payment
2659,SEBI,7999,EMI
2663,Banking,4999,Full Payment
2665,SEBI,7999,EMI
2667,SEBI,9999,EMI
2669,Banking,11999,EMI
2670,Banking,4999,Full Payment
2671,SEBI,9999,EMI
2672,RBI Grade B,4999,EMI
2674,RBI Grade B,7999,EMI
2675,Banking,9999,EMI
2677,Banking,9999,Full Payment
2679,Banking,11999,EMI
2681,Banking,9999,EMI
2682,SEBI,11999,Full Payment
2683,RBI Grade B,9999,Full Payment
2684,SEBI,7999,EMI
2686,Banking,11999,EMI
2687,SEBI,7999,EMI
2691,SEBI,4999,EMI
2692,Banking,4999,EMI
2693,SSC CGL,4999,Full Payment
2694,SEBI,4999,EMI
2695,RBI Grade B,9999,Full Payment
2698,SEBI,4999,Full Payment
2699,SSC CGL,4999,Full Payment
2701,Banking,7999,EMI
2702,SSC CGL,11999,EMI
2708,NABARD,9999,EMI
2711,Banking,4999,EMI
2714,RBI Grade B,4999,Full Payment
2715,Banking,7999,EMI
2716,SEBI,4999,Full Payment
2717,SEBI,7999,Full Payment
2718,RBI Grade B,9999,EMI
2721,SEBI,11999,EMI
2722,SEBI,11999,Full Payment
2723,NABARD,4999,EMI
2725,NABARD,9999,EMI
2726,RBI Grade B,11999,EMI
2727,SEBI,9999,Full Payment
2728,Banking,11999,Full Payment
2729,Banking,9999,Full Payment
2730,NABARD,11999,Full Payment
2732,SEBI,7999,EMI
2734,SSC CGL,4999,Full Payment
2735,SEBI,9999,Full Payment
2738,NABARD,9999,Full Payment
2739,NABARD,4999,EMI
2740,SSC CGL,9999,EMI
2743,Banking,4999,Full Payment
2744,NABARD,7999,EMI
2749,Banking,9999,EMI
2753,SSC CGL,11999,EMI
2755,NABARD,11999,EMI
2760,SEBI,9999,Full Payment
2764,NABARD,4999,EMI
2765,RBI Grade B,11999,Full Payment
2766,SSC CGL,4999,Full Payment
2767,RBI Grade B,7999,EMI
2768,SSC CGL,7999,Full Payment
2770,SSC CGL,9999,Full Payment
2772,SEBI,7999,Full Payment
2775,Banking,9999,Full Payment
2778,SSC CGL,4999,EMI
2780,NABARD,9999,EMI
2782,SSC CGL,11999,EMI
2784,SSC CGL,7999,EMI
2785,RBI Grade B,9999,EMI
2788,RBI Grade B,7999,Full Payment
2789,SSC CGL,7999,Full Payment
2790,NABARD,4999,Full Payment
2793,SEBI,4999,Full Payment
2795,Banking,11999,EMI
2801,Banking,11999,Full Payment
2802,SSC CGL,7999,Full Payment
2803,SSC CGL,4999,EMI
2804,SSC CGL,7999,Full Payment
2805,Banking,4999,EMI
2806,SEBI,4999,Full Payment
2807,NABARD,11999,Full Payment
2808,SSC CGL,7999,Full Payment
2810,Banking,11999,Full Payment
2811,RBI Grade B,9999,EMI
2812,SSC CGL,4999,EMI
2814,RBI Grade B,11999,Full Payment
2815,SSC CGL,7999,EMI
2816,NABARD,11999,EMI
2817,Banking,9999,Full Payment
2818,NABARD,4999,Full Payment
2819,SEBI,11999,Full Payment
2820,SEBI,9999,Full Payment
2822,SSC CGL,7999,EMI
2823,SEBI,9999,EMI
2824,Banking,7999,Full Payment
2827,SSC CGL,9999,EMI
2830,SEBI,4999,Full Payment
2831,SEBI,4999,EMI
2832,Banking,4999,Full Payment
2834,SSC CGL,7999,EMI
2837,SEBI,4999,Full Payment
2838,NABARD,9999,EMI
2839,SEBI,11999,Full Payment
2840,Banking,9999,Full Payment
2841,SSC CGL,9999,Full Payment
2845,SEBI,7999,EMI
2847,SSC CGL,9999,EMI
2848,RBI Grade B,9999,Full Payment
2850,SEBI,4999,EMI
2853,RBI Grade B,7999,EMI
2854,NABARD,9999,Full Payment
2855,SEBI,7999,Full Payment
2858,RBI Grade B,9999,EMI
2859,SSC CGL,9999,Full Payment
2860,RBI Grade B,11999,EMI
2863,SEBI,7999,EMI
2864,Banking,9999,EMI
2871,NABARD,9999,Full Payment
2874,NABARD,11999,EMI
2878,SEBI,11999,EMI
2880,RBI Grade B,4999,EMI
2881,SSC CGL,11999,Full Payment
2882,SEBI,9999,Full Payment
2884,RBI Grade B,9999,Full Payment
2885,SSC CGL,4999,EMI
2889,RBI Grade B,11999,Full Payment
2891,RBI Grade B,7999,Full Payment
2895,Banking,4999,Full Payment
2896,Banking,11999,EMI
2899,SEBI,4999,Full Payment
2901,NABARD,7999,EMI
2902,SSC CGL,4999,EMI
2906,NABARD,11999,EMI
2907,SEBI,11999,EMI
2911,Banking,7999,Full Payment
2912,Banking,4999,EMI
2914,Banking,11999,Full Payment
2916,NABARD,11999,Full Payment
2917,SEBI,9999,Full Payment
2919,Banking,7999,EMI
2922,SSC CGL,4999,Full Payment
2923,Banking,4999,EMI
2924,RBI Grade B,9999,EMI
2925,NABARD,11999,Full Payment
2926,RBI Grade B,4999,Full Payment
2927,Banking,9999,EMI
2932,NABARD,7999,EMI
2934,Banking,4999,EMI
2935,RBI Grade B,9999,EMI
2937,SEBI,4999,Full Payment
2940,Banking,9999,Full Payment
2941,RBI Grade B,4999,Full Payment
2944,NABARD,9999,Full Payment
2945,SEBI,9999,Full Payment
2947,SSC CGL,4999,Full Payment
2949,Banking,11999,EMI
2951,SSC CGL,4999,EMI
2961,SEBI,11999,Full Payment
2962,NABARD,9999,Full Payment
2963,RBI Grade B,7999,EMI
2964,Banking,7999,EMI
2966,SSC CGL,7999,Full Payment
2968,NABARD,9999,Full Payment
2970,SEBI,4999,Full Payment
2972,RBI Grade B,9999,EMI
2976,SEBI,7999,Full Payment
2978,SEBI,11999,EMI
2981,Banking,7999,Full Payment
2982,RBI Grade B,7999,EMI
2983,SSC CGL,11999,EMI
2984,SEBI,9999,EMI
2985,SEBI,11999,EMI
2988,SSC CGL,9999,EMI
2989,NABARD,9999,Full Payment
2991,SEBI,11999,EMI
2994,NABARD,7999,EMI
2995,SSC CGL,4999,Full Payment
2997,RBI Grade B,4999,Full Payment
2998,SSC CGL,11999,Full Payment
3002,SSC CGL,9999,EMI
3004,NABARD,4999,EMI
3006,Banking,4999,Full Payment
3008,RBI Grade B,7999,EMI
3011,SSC CGL,9999,EMI
3012,NABARD,9999,EMI
3013,SEBI,7999,Full Payment
3014,Banking,9999,Full Payment
3015,NABARD,11999,Full Payment
3016,NABARD,9999,EMI
3019,SSC CGL,7999,Full Payment
3021,SEBI,9999,Full Payment
3022,SSC CGL,4999,EMI
3023,Banking,11999,EMI
3031,Banking,9999,EMI
3032,SSC CGL,7999,EMI
3034,SEBI,4999,Full Payment
3035,Banking,9999,Full Payment
3036,SEBI,7999,Full Payment
3042,SEBI,9999,Full Payment
3044,NABARD,9999,EMI
3045,Banking,7999,EMI
3049,NABARD,4999,Full Payment
3051,SEBI,4999,Full Payment
3053,SEBI,11999,EMI
3054,NABARD,4999,EMI
3056,Banking,11999,EMI
3057,SSC CGL,11999,Full Payment
3058,SEBI,9999,Full Payment
3059,SEBI,11999,EMI
3060,SEBI,9999,EMI
3061,Banking,7999,Full Payment
3062,SEBI,9999,EMI
3063,Banking,9999,EMI
3066,SEBI,4999,EMI
3067,RBI Grade B,9999,EMI
3068,SSC CGL,7999,EMI
3070,RBI Grade B,7999,Full Payment
3072,Banking,4999,EMI
3076,RBI Grade B,11999,Full Payment
3077,SEBI,4999,Full Payment
3079,RBI Grade B,11999,EMI
3080,SSC CGL,11999,Full Payment
3083,NABARD,9999,EMI
3084,RBI Grade B,9999,EMI
3085,SSC CGL,7999,Full Payment
3089,RBI Grade B,9999,EMI
3090,SSC CGL,11999,Full Payment
3093,SSC CGL,4999,EMI
3095,RBI Grade B,11999,EMI
3096,NABARD,7999,Full Payment
3100,NABARD,9999,Full Payment
3104,NABARD,9999,EMI
3106,SEBI,4999,EMI
3114,NABARD,4999,EMI
3115,RBI Grade B,4999,EMI
3118,SEBI,7999,Full Payment
3121,SSC CGL,11999,EMI
3122,Banking,9999,Full Payment
3127,SSC CGL,9999,EMI
3128,RBI Grade B,7999,Full Payment
3129,Banking,7999,Full Payment
3130,SEBI,4999,EMI
3132,Banking,9999,Full Payment
3133,SSC CGL,11999,Full Payment
3134,SEBI,11999,EMI
3135,RBI Grade B,9999,Full Payment
3136,SEBI,7999,EMI
3139,Banking,9999,Full Payment
3140,SEBI,9999,Full Payment
3142,NABARD,11999,Full Payment
3144,SEBI,9999,EMI
3145,SEBI,11999,EMI
3146,SEBI,9999,Full Payment
3149,Banking,4999,Full Payment
3150,RBI Grade B,11999,EMI
3151,NABARD,11999,Full Payment
3152,Banking,4999,EMI
3154,RBI Grade B,9999,EMI
3156,RBI Grade B,9999,Full Payment
3157,SEBI,11999,EMI
3158,RBI Grade B,4999,EMI
3161,SEBI,4999,Full Payment
3163,NABARD,4999,Full Payment
3164,NABARD,9999,EMI
3165,Banking,9999,EMI
3166,SSC CGL,7999,EMI
3168,SSC CGL,11999,EMI
3170,SEBI,11999,EMI
3174,NABARD,4999,Full Payment
3175,RBI Grade B,4999,Full Payment
3176,Banking,7999,Full Payment
3181,NABARD,4999,EMI
3182,SEBI,9999,Full Payment
3183,SEBI,11999,EMI
3184,SSC CGL,9999,Full Payment
3186,Banking,9999,Full Payment
3187,RBI Grade B,11999,Full Payment
3188,Banking,4999,EMI
3190,Banking,4999,Full Payment
3192,NABARD,7999,Full Payment
3194,SEBI,9999,Full Payment
3196,SSC CGL,4999,EMI
3197,Banking,11999,Full Payment
3198,RBI Grade B,4999,Full Payment
3201,NABARD,11999,EMI
3202,SSC CGL,7999,EMI
3204,Banking,4999,EMI
3205,RBI Grade B,9999,EMI
3207,NABARD,11999,EMI
3208,SSC CGL,4999,Full Payment
3211,NABARD,11999,Full Payment
3213,Banking,4999,Full Payment
3217,SSC CGL,9999,EMI
3219,SEBI,4999,EMI
3224,Banking,11999,EMI
3227,Banking,4999,EMI
3230,SEBI,9999,Full Payment
3231,NABARD,9999,EMI
3234,RBI Grade B,7999,EMI
3236,SEBI,4999,Full Payment
3237,Banking,4999,Full Payment
3239,Banking,9999,Full Payment
3242,Banking,11999,Full Payment
3243,NABARD,4999,EMI
3245,NABARD,9999,Full Payment
3246,SEBI,4999,EMI
3247,SSC CGL,7999,Full Payment
3249,SSC CGL,11999,Full Payment
3250,RBI Grade B,11999,EMI
3251,RBI Grade B,9999,EMI
3252,RBI Grade B,9999,Full Payment
3254,RBI Grade B,7999,Full Payment
