student_id,live_classes_attended,recorded_views,total_classes
1662,24,16,40
1663,27,11,60
1664,20,15,40
1665,16,14,50
1666,18,43,60
1667,14,19,60
1668,13,8,50
1669,18,46,50
1670,12,9,50
1671,33,8,50
1672,7,29,50
1673,12,15,60
1674,26,15,40
1675,24,25,50
1676,21,58,60
1677,32,15,40
1678,23,8,40
1679,35,21,60
1680,16,22,50
1681,25,17,60
1682,25,15,60
1683,14,23,40
1684,17,11,50
1685,25,9,50
1686,10,46,50
1687,14,11,50
1688,7,48,60
1689,33,11,60
1690,23,7,40
1691,27,24,50
1692,10,16,40
1693,32,13,50
1694,22,25,60
1695,17,25,60
1696,20,48,50
1697,15,14,60
1698,14,36,40
1699,25,25,50
1700,24,37,50
1701,20,33,60
1702,12,18,40
1703,18,43,50
1704,12,42,50
1705,15,19,40
1706,8,37,50
1707,22,9,60
1708,20,41,50
1709,17,5,60
1710,18,21,50
1711,18,16,40
1712,34,15,60
1713,15,41,50
1714,35,19,50
1715,22,13,50
1716,13,30,40
1717,12,36,60
1718,6,34,60
1719,18,29,50
1720,15,22,60
1721,34,25,40
1722,24,34,40
1723,9,49,50
1724,5,40,40
1725,7,36,50
1726,34,22,50
1727,25,16,40
1728,16,16,60
1729,11,25,60
1730,17,60,60
1731,19,10,40
1732,20,18,50
1733,27,12,40
1734,11,5,40
1735,13,21,60
1736,20,17,50
1737,19,14,40
1738,17,25,40
1739,12,17,60
1740,33,8,50
1741,25,40,50
1742,13,17,40
1743,12,21,40
1744,32,18,60
1745,10,22,40
1746,9,21,60
1747,28,17,60
1748,29,14,40
1749,18,47,50
1750,10,14,60
1751,24,11,50
1752,18,25,40
1753,20,39,60
1754,18,20,50
1755,23,22,40
1756,25,14,50
1757,27,21,60
1758,17,15,40
1759,33,17,50
1760,34,22,50
1761,8,43,60
1762,28,5,40
1763,34,12,50
1764,16,45,50
1765,8,56,60
1766,20,9,50
1767,12,8,60
1768,15,11,60
1769,23,30,50
1770,9,27,40
1771,25,21,60
1772,28,12,60
1773,20,23,40
1774,19,15,50
1775,6,25,40
1776,23,53,60
1777,5,32,50
1778,11,50,60
1779,27,20,50
1780,30,12,50
1781,24,20,50
1782,27,7,60
1783,23,7,40
1784,14,5,50
1785,26,8,40
1786,16,19,40
1787,11,18,40
1788,15,25,50
1789,20,23,60
1790,27,18,60
1791,10,14,50
1792,23,14,40
1793,13,48,60
1794,29,16,50
1795,30,10,60
1796,14,31,40
1797,16,24,60
1798,16,48,60
1799,13,45,60
1800,16,15,50
1801,33,9,60
1802,26,20,40
1803,20,18,40
1804,9,30,40
1805,5,24,40
1806,11,27,60
1807,8,49,60
1808,20,8,50
1809,29,19,40
1810,10,19,60
1811,25,50,50
1812,21,25,40
1813,11,23,40
1814,23,23,50
1815,19,16,60
1816,17,31,60
1817,22,56,60
1818,16,7,60
1819,9,21,60
1820,11,32,60
1821,13,33,40
1822,14,21,40
1823,30,17,60
1824,23,32,50
1825,29,20,60
1826,15,5,40
1827,16,7,40
1828,9,24,60
1829,25,5,40
1830,12,6,50
1831,21,40,40
1832,18,45,50
1833,14,47,50
1834,12,32,40
1835,17,39,50
1836,25,16,60
1837,26,15,50
1838,7,53,60
1839,15,25,40
1840,32,9,50
1841,27,19,50
1842,32,13,50
1843,8,50,60
1844,30,16,50
1845,10,16,40
1846,34,16,50
1847,23,11,60
1848,22,27,60
1849,16,26,50
1850,10,11,60
1851,21,21,50
1852,10,23,40
1853,15,21,50
1854,18,21,50
1855,29,13,40
1856,30,13,40
1857,20,40,60
1858,13,23,40
1859,11,23,60
1860,32,20,40
1861,30,19,60
1862,15,20,50
1863,30,22,60
1864,6,26,40
1865,24,37,40
1866,10,19,40
1867,18,18,40
1868,24,25,40
1869,11,15,60
1870,22,23,40
1871,30,24,40
1872,10,15,60
1873,20,10,60
1874,16,48,60
1875,31,17,40
1876,6,19,50
1877,34,21,40
1878,33,13,40
1879,10,29,40
1880,18,24,40
1881,32,21,40
1882,15,25,50
1883,10,14,60
1884,22,37,50
1885,15,29,40
1886,32,7,60
1887,19,20,60
1888,12,10,40
1889,7,26,60
1890,23,16,50
1891,35,5,40
1892,25,26,40
1893,12,12,50
1894,31,25,50
1895,33,9,40
1896,11,17,50
1897,14,26,60
1898,14,23,50
1899,23,12,50
1900,18,11,40
1901,19,13,40
1902,24,13,60
1903,25,16,40
1904,21,16,60
1905,21,43,60
1906,10,17,60
1907,22,9,60
1908,23,28,60
1909,18,37,60
1910,14,28,60
1911,32,21,50
1912,13,20,60
1913,34,11,60
1914,11,44,50
1915,11,8,50
1916,31,25,60
1917,25,9,40
1918,23,35,50
1919,28,17,50
1920,28,6,60
1921,32,8,50
1922,21,5,60
1923,23,20,40
1924,20,25,50
1925,15,16,40
1926,15,19,50
1927,15,5,60
1928,35,24,50
1929,28,23,50
1930,18,40,60
1931,17,13,50
1932,21,24,60
1933,25,17,50
1934,6,29,50
1935,13,18,60
1936,34,13,50
1937,17,52,60
1938,15,21,40
1939,14,34,40
1940,26,11,60
1941,34,9,60
1942,15,40,40
1943,7,24,40
1944,35,16,40
1945,17,25,50
1946,10,9,50
1947,15,14,40
1948,12,10,50
1949,11,28,40
1950,33,12,40
1951,31,22,40
1952,5,45,50
1953,16,18,40
1954,22,40,50
1955,16,20,60
1956,17,44,60
1957,12,21,60
1958,14,15,50
1959,22,15,40
1960,31,18,50
1961,22,22,60
1962,16,30,40
1963,33,23,60
1964,12,34,40
1965,34,12,40
1966,21,15,50
1967,5,54,60
1968,34,17,60
1969,30,12,40
1970,20,21,40
1971,16,14,40
1972,12,15,50
1973,30,10,50
1974,14,14,50
1975,22,20,50
1976,13,28,40
1977,10,27,40
1978,26,8,60
1979,7,37,50
1980,33,8,60
1981,17,15,60
1982,15,19,40
1983,21,39,60
1984,24,5,60
1985,30,17,50
1986,6,34,50
1987,18,25,50
1988,24,40,40
1989,26,16,50
1990,15,49,50
1991,13,10,50
1992,27,17,50
1993,12,9,60
1994,15,37,40
1995,18,11,60
1996,29,19,60
1997,11,19,50
1998,6,22,50
1999,19,38,50
2000,29,16,40
2001,18,36,50
2002,14,16,60
2003,13,26,60
2004,21,18,50
2005,19,25,40
2006,30,6,50
2007,13,16,60
2008,6,49,60
2009,22,12,60
2010,7,32,40
2011,14,9,40
2012,25,18,60
2013,21,19,50
2014,24,30,60
2015,26,23,60
2016,11,7,50
2017,21,6,50
2018,29,25,40
2019,17,31,40
2020,12,15,60
2021,14,42,60
2022,5,26,50
2023,18,25,60
2024,12,18,60
2025,35,11,40
2026,13,34,60
2027,21,49,60
2028,32,6,40
2029,28,20,50
2030,18,23,40
2031,32,10,60
2032,21,17,50
2033,22,10,60
2034,19,13,60
2035,23,11,40
2036,18,36,40
2037,18,13,40
2038,29,25,50
2039,13,12,50
2040,10,15,40
2041,7,34,40
2042,33,24,50
2043,23,41,50
2044,29,15,60
2045,17,45,60
2046,10,15,60
2047,15,37,50
2048,9,44,50
2049,20,28,60
2050,32,10,60
2051,22,13,60
2052,11,23,50
2053,25,30,40
2054,21,7,60
2055,33,21,40
2056,14,33,50
2057,24,19,50
2058,14,24,40
2059,10,54,60
2060,23,42,50
2061,34,5,50
2062,22,46,50
2063,22,22,40
2064,22,24,40
2065,13,17,40
2066,16,8,40
2067,14,26,60
2068,34,17,40
2069,18,37,60
2070,23,24,40
2071,20,16,50
2072,13,25,60
2073,20,21,60
2074,27,17,60
2075,17,30,40
2076,19,19,50
2077,10,27,40
2078,10,22,50
2079,19,26,50
2080,13,17,60
2081,25,41,60
2082,23,11,50
2083,10,24,60
2084,14,24,40
2085,21,20,60
2086,28,18,60
2087,15,34,40
2088,15,23,40
2089,20,58,60
2090,21,5,40
2091,24,56,60
2092,27,21,50
2093,15,19,40
2094,12,26,50
2095,32,11,50
2096,14,14,50
2097,5,21,40
2098,24,19,60
2099,31,24,40
2100,12,26,50
2101,26,25,50
2102,24,25,40
2103,12,29,40
2104,12,5,60
2105,11,18,60
2106,25,17,60
2107,35,18,40
2108,32,22,50
2109,32,24,40
2110,22,60,60
2111,24,20,40
2112,11,14,60
2113,6,38,50
2114,32,21,50
2115,25,43,60
2116,35,8,50
2117,14,13,40
2118,34,8,60
2119,10,38,60
2120,31,15,50
2121,12,40,40
2122,16,13,50
2123,20,25,40
2124,12,19,60
2125,25,12,60
2126,20,14,50
2127,19,36,60
2128,13,32,50
2129,11,9,60
2130,26,14,40
2131,12,26,40
2132,21,14,60
2133,32,10,50
2134,25,34,60
2135,32,19,50
2136,19,9,60
2137,9,24,60
2138,14,39,60
2139,30,12,50
2140,16,23,40
2141,14,23,50
2142,13,26,40
2143,26,21,60
2144,25,24,50
2145,21,25,40
2146,28,21,40
2147,21,38,50
2148,25,25,50
2149,21,30,40
2150,20,27,40
2151,31,7,40
2152,17,14,50
2153,17,9,40
2154,29,8,50
2155,11,37,60
2156,19,15,50
2157,21,29,60
2158,16,16,60
2159,11,17,60
2160,8,36,60
2161,12,13,60
2162,22,49,60
2163,35,6,40
2164,28,21,50
2165,12,23,40
2166,15,25,60
2167,17,19,40
2168,11,24,40
2169,27,13,50
2170,11,38,40
2171,14,21,40
2172,11,11,50
2173,12,33,40
2174,20,44,60
2175,27,6,40
2176,25,19,50
2177,25,8,40
2178,12,20,50
2179,13,22,40
2180,16,24,60
2181,14,15,50
2182,18,22,60
2183,24,25,60
2184,28,25,40
2185,34,19,60
2186,18,18,40
2187,13,46,60
2188,10,36,60
2189,25,21,60
2190,30,14,50
2191,22,30,50
2192,13,50,50
2193,14,55,60
2194,8,26,50
2195,10,15,50
2196,25,20,60
2197,15,7,40
2198,31,14,50
2199,24,15,40
2200,31,22,60
2201,11,39,40
2202,34,12,40
2203,14,31,40
2204,15,48,50
2205,8,34,50
2206,16,23,60
2207,9,35,60
2208,11,39,40
2209,35,10,50
2210,29,10,40
2211,26,20,50
2212,29,18,60
2213,13,29,60
2214,20,34,50
2215,14,14,50
2216,33,16,50
2217,20,19,60
2218,23,23,50
2219,34,18,50
2220,34,17,40
2221,18,26,40
2222,9,44,60
2223,10,11,50
2224,13,24,40
2225,5,35,50
2226,17,35,50
2227,22,27,60
2228,24,31,40
2229,13,21,50
2230,17,10,40
2231,33,20,50
2232,28,20,60
2233,34,17,40
2234,20,30,60
2235,24,39,50
2236,8,16,40
2237,20,13,60
2238,21,19,60
2239,8,45,50
2240,7,25,40
2241,23,9,60
2242,28,14,40
2243,16,22,60
2244,19,22,40
2245,23,49,50
2246,18,22,60
2247,19,5,60
2248,34,7,40
2249,32,15,60
2250,34,19,50
2251,16,10,60
2252,19,29,50
2253,16,36,50
2254,31,13,40
2255,24,16,50
2256,13,25,40
2257,23,17,50
2258,35,6,50
2259,11,21,60
2260,10,23,50
2261,11,21,50
2262,35,22,50
2263,19,23,50
2264,30,7,50
2265,7,51,60
2266,27,8,40
2267,15,21,60
2268,28,19,40
2269,25,27,60
2270,34,18,40
2271,24,19,50
2272,14,25,60
2273,12,10,50
2274,28,15,60
2275,21,42,50
2276,22,23,40
2277,5,39,50
2278,10,12,40
2279,23,9,50
2280,17,23,50
2281,34,15,60
2282,24,25,60
2283,11,51,60
2284,23,24,50
2285,34,9,40
2286,19,10,40
2287,10,22,40
2288,6,23,60
2289,16,19,60
2290,15,29,50
2291,11,27,60
2292,15,18,50
2293,12,28,50
2294,10,9,50
2295,8,39,50
2296,19,38,40
2297,16,17,60
2298,19,29,40
2299,11,28,50
2300,23,22,50
2301,10,31,40
2302,33,21,60
2303,10,39,40
2304,13,20,40
2305,29,16,60
2306,20,18,60
2307,11,17,40
2308,21,20,60
2309,21,22,50
2310,10,5,50
2311,35,18,50
2312,8,37,50
2313,19,7,50
2314,30,14,50
2315,32,7,40
2316,25,39,60
2317,10,13,50
2318,30,15,60
2319,9,22,40
2320,28,5,40
2321,21,19,40
2322,20,39,40
2323,11,24,40
2324,33,14,40
2325,29,18,50
2326,23,10,40
2327,21,19,40
2328,10,38,60
2329,35,10,40
2330,20,21,40
2331,22,25,50
2332,18,24,50
2333,5,16,50
2334,5,45,50
2335,33,9,40
2336,11,22,50
2337,34,24,50
2338,26,10,60
2339,13,5,40
2340,12,20,50
2341,7,22,50
2342,24,18,50
2343,19,23,60
2344,25,15,60
2345,25,20,50
2346,14,15,50
2347,22,38,60
2348,31,8,60
2349,25,23,50
2350,9,22,40
2351,14,9,60
2352,7,38,40
2353,32,17,40
2354,24,21,50
2355,17,13,40
2356,14,25,40
2357,24,23,60
2358,21,51,60
2359,34,9,50
2360,23,16,50
2361,9,52,60
2362,11,17,60
2363,6,27,60
2364,10,9,40
2365,6,30,60
2366,22,15,40
2367,28,20,40
2368,16,27,50
2369,23,40,60
2370,16,19,50
2371,18,22,60
2372,13,13,50
2373,21,36,60
2374,15,13,50
2375,20,50,50
2376,8,36,50
2377,18,7,60
2378,18,16,50
2379,14,8,60
2380,24,8,40
2381,27,14,40
2382,21,14,40
2383,23,22,50
2384,26,10,40
2385,26,11,50
2386,31,12,40
2387,11,38,40
2388,16,48,60
2389,9,51,60
2390,26,6,60
2391,21,22,60
2392,21,20,40
2393,10,21,50
2394,15,25,60
2395,29,12,60
2396,14,22,60
2397,18,27,60
2398,6,40,50
2399,17,48,50
2400,20,44,50
2401,9,34,50
2402,12,13,40
2403,22,57,60
2404,11,19,50
2405,18,19,40
2406,25,10,40
2407,22,10,40
2408,23,17,60
2409,11,30,60
2410,7,29,50
2411,9,40,50
2412,23,36,40
2413,16,19,40
2414,31,13,40
2415,10,25,50
2416,26,14,40
2417,13,25,60
2418,20,29,60
2419,24,14,60
2420,22,38,40
2421,24,9,60
2422,15,23,40
2423,17,23,40
2424,30,19,40
2425,28,10,50
2426,20,33,60
2427,21,18,40
2428,24,34,40
2429,17,20,50
2430,23,18,60
2431,30,8,40
2432,13,31,50
2433,26,15,60
2434,13,37,50
2435,5,18,40
2436,20,30,60
2437,25,12,60
2438,18,57,60
2439,8,46,50
2440,29,23,60
2441,24,48,50
2442,22,6,60
2443,13,23,60
2444,13,23,60
2445,8,39,40
2446,16,33,40
2447,32,24,60
2448,22,6,50
2449,25,43,50
2450,23,48,50
2451,17,40,40
2452,33,18,60
2453,10,11,60
2454,10,16,60
2455,20,8,60
2456,23,5,50
2457,24,13,60
2458,16,37,50
2459,13,29,40
2460,15,29,40
2461,30,13,60
2462,16,22,40
2463,30,15,60
2464,17,37,60
2465,20,17,40
2466,16,49,50
2467,35,12,60
2468,14,21,50
2469,7,55,60
2470,20,24,50
2471,25,26,50
2472,16,13,50
2473,20,37,60
2474,35,19,50
2475,34,10,50
2476,20,5,40
2477,16,23,40
2478,26,25,50
2479,19,22,60
2480,15,17,60
2481,32,7,60
2482,7,17,40
2483,24,57,60
2484,13,24,50
2485,20,22,60
2486,22,9,50
2487,13,14,50
2488,23,20,60
2489,17,19,50
2490,12,32,40
2491,31,13,40
2492,20,22,40
2493,17,12,60
2494,19,35,40
2495,9,15,40
2496,17,5,50
2497,25,19,60
2498,22,50,50
2499,16,18,60
2500,21,33,40
2501,30,23,50
2502,33,13,50
2503,16,31,60
2504,21,16,50
2505,15,32,40
2506,12,9,50
2507,32,12,50
2508,28,9,60
2509,21,37,40
2510,22,35,50
2511,24,22,40
2512,21,25,60
2513,17,19,60
2514,28,6,50
2515,29,19,50
2516,23,42,50
2517,10,15,40
2518,19,50,60
2519,6,37,60
2520,9,19,50
2521,21,7,60
2522,13,51,60
2523,5,46,50
2524,32,9,50
2525,11,43,50
2526,27,14,50
2527,12,47,50
2528,14,22,50
2529,28,15,60
2530,24,16,40
2531,34,16,60
2532,13,7,60
2533,12,21,60
2534,10,27,50
2535,24,39,40
2536,15,5,40
2537,25,8,60
2538,7,21,50
2539,23,39,50
2540,17,45,50
2541,15,20,40
2542,14,26,40
2543,18,23,40
2544,7,26,50
2545,17,27,50
2546,21,25,40
2547,7,36,60
2548,8,48,50
2549,5,18,50
2550,11,16,60
2551,15,5,40
2552,10,5,60
2553,17,34,50
2554,35,23,40
2555,21,7,60
2556,11,35,40
2557,25,10,60
2558,16,16,60
2559,31,9,40
2560,21,23,60
2561,24,10,40
2562,9,43,60
2563,29,6,40
2564,8,34,60
2565,13,16,50
2566,10,52,60
2567,15,8,60
2568,11,24,50
2569,15,44,60
2570,22,39,60
2571,8,50,50
2572,20,12,40
2573,9,30,50
2574,16,17,50
2575,16,16,40
2576,23,21,50
2577,7,57,60
2578,15,48,60
2579,28,22,60
2580,22,22,60
2581,11,33,60
2582,14,19,50
2583,14,35,40
2584,17,42,50
2585,12,20,50
2586,20,18,40
2587,27,20,50
2588,22,14,60
2589,35,14,50
2590,32,6,60
2591,6,27,60
2592,14,33,40
2593,23,49,60
2594,25,25,40
2595,11,22,60
2596,11,14,40
2597,16,16,50
2598,11,18,60
2599,21,48,60
2600,26,16,40
2601,32,6,60
2602,13,19,40
2603,12,37,40
2604,12,11,50
2605,11,15,50
2606,22,11,40
2607,13,14,60
2608,12,36,40
2609,15,17,50
2610,21,17,40
2611,9,19,40
2612,17,24,60
2613,18,18,60
2614,28,25,60
2615,16,25,50
2616,18,18,60
2617,10,18,60
2618,17,32,50
2619,20,23,40
2620,10,25,60
2621,22,6,60
2622,34,19,60
2623,31,12,40
2624,30,8,40
2625,10,40,40
2626,12,10,50
2627,15,25,60
2628,18,17,60
2629,27,14,50
2630,28,13,50
2631,8,27,40
2632,12,22,40
2633,16,9,50
2634,11,20,60
2635,8,22,50
2636,11,17,40
2637,12,7,40
2638,23,24,40
2639,24,9,50
2640,24,17,50
2641,21,27,60
2642,33,15,40
2643,23,15,40
2644,20,13,40
2645,16,29,40
2646,30,6,40
2647,17,24,50
2648,26,7,50
2649,10,35,40
2650,15,36,40
2651,19,16,60
2652,7,30,50
2653,26,14,60
2654,10,24,60
2655,20,6,60
2656,31,7,40
2657,26,22,50
2658,29,10,40
2659,20,16,60
2660,14,8,40
2661,17,5,60
2662,5,18,50
2663,34,23,50
2664,17,25,40
2665,28,22,40
2666,10,25,40
2667,28,25,50
2668,14,39,50
2669,33,12,50
2670,25,24,60
2671,16,44,50
2672,14,19,50
2673,21,12,60
2674,19,25,40
2675,15,17,60
2676,10,38,50
2677,10,18,60
2678,14,6,50
2679,18,49,50
2680,17,19,40
2681,21,11,60
2682,18,41,50
2683,33,19,50
2684,17,44,50
2685,20,15,50
2686,22,9,60
2687,21,28,60
2688,16,11,40
2689,16,24,60
2690,24,22,50
2691,21,25,50
2692,16,17,50
2693,25,8,40
2694,30,19,60
2695,34,24,50
2696,6,27,50
2697,20,22,40
2698,31,17,40
2699,18,26,60
2700,5,28,50
2701,23,26,50
2702,23,24,50
2703,17,51,60
2704,9,28,40
2705,24,12,50
2706,9,46,60
2707,24,48,50
2708,25,17,60
2709,8,19,60
2710,5,15,40
2711,20,7,40
2712,21,11,50
2713,14,11,60
2714,12,16,50
2715,15,52,60
2716,20,36,50
2717,10,33,60
2718,13,22,50
2719,9,20,40
2720,13,22,50
2721,18,25,60
2722,22,55,60
2723,32,13,50
2724,17,8,60
2725,14,19,60
2726,34,6,40
2727,22,20,40
2728,25,10,50
2729,28,16,40
2730,23,26,50
2731,10,20,50
2732,28,16,60
2733,7,38,50
2734,15,9,40
2735,19,17,60
2736,13,11,40
2737,15,33,60
2738,35,7,60
2739,29,20,50
2740,29,23,40
2741,10,38,50
2742,16,21,50
2743,21,16,50
2744,20,10,50
2745,25,22,40
2746,19,13,60
2747,23,15,50
2748,13,38,40
2749,19,57,60
2750,15,32,40
2751,9,34,40
2752,23,15,40
2753,22,11,50
2754,22,17,50
2755,32,13,40
2756,22,15,60
2757,21,42,50
2758,15,23,50
2759,13,50,50
2760,25,14,40
2761,12,19,50
2762,7,57,60
2763,21,22,50
2764,35,9,40
2765,17,7,40
2766,21,7,40
2767,23,40,40
2768,34,7,40
2769,10,5,40
2770,35,15,60
2771,12,9,60
2772,30,19,60
2773,15,57,60
2774,24,18,40
2775,32,9,40
2776,33,7,40
2777,12,7,40
2778,23,12,40
2779,6,37,40
2780,22,15,40
2781,21,27,60
2782,16,20,50
2783,32,10,60
2784,19,23,50
2785,19,20,40
2786,10,7,60
2787,16,13,40
2788,22,33,40
2789,32,8,40
2790,34,7,60
2791,15,15,40
2792,15,17,40
2793,23,33,60
2794,23,21,60
2795,19,11,60
2796,13,37,50
2797,12,48,60
2798,25,36,40
2799,14,25,50
2800,11,7,40
2801,21,6,50
2802,34,18,60
2803,19,15,40
2804,31,7,60
2805,28,16,50
2806,31,24,60
2807,12,23,60
2808,33,15,50
2809,21,20,50
2810,20,34,50
2811,20,22,50
2812,16,12,60
2813,15,6,60
2814,21,18,60
2815,19,35,50
2816,24,19,50
2817,14,9,50
2818,34,17,60
2819,5,23,50
2820,22,25,50
2821,22,16,40
2822,23,10,40
2823,23,20,40
2824,8,15,40
2825,25,9,50
2826,15,27,50
2827,25,17,40
2828,19,22,40
2829,17,11,50
2830,29,20,50
2831,18,25,50
2832,31,6,50
2833,13,7,50
2834,32,20,50
2835,19,9,60
2836,26,20,40
2837,18,30,40
2838,19,25,40
2839,20,25,40
2840,31,24,50
2841,29,8,50
2842,9,48,60
2843,20,16,50
2844,14,16,60
2845,20,19,60
2846,24,16,40
2847,12,28,50
2848,32,12,50
2849,25,45,50
2850,27,15,50
2851,15,59,60
2852,14,15,40
2853,28,12,60
2854,23,54,60
2855,17,20,40
2856,20,16,60
2857,26,8,50
2858,34,9,50
2859,20,7,60
2860,25,19,60
2861,13,19,60
2862,17,27,50
2863,32,9,50
2864,6,45,50
2865,17,25,40
2866,15,26,40
2867,25,22,60
2868,13,25,40
2869,20,24,50
2870,11,56,60
2871,24,34,40
2872,19,6,40
2873,11,48,60
2874,19,12,60
2875,23,5,50
2876,13,28,50
2877,19,5,40
2878,30,25,40
2879,12,16,50
2880,34,9,50
2881,30,17,50
2882,10,53,60
2883,15,21,50
2884,24,13,50
2885,32,24,40
2886,14,25,50
2887,14,15,60
2888,13,6,40
2889,22,45,50
2890,9,35,50
2891,22,22,60
2892,25,28,40
2893,15,40,60
2894,15,34,40
2895,30,14,40
2896,28,23,50
2897,21,16,40
2898,9,46,60
2899,12,9,40
2900,13,21,40
2901,32,12,40
2902,34,16,40
2903,20,7,50
2904,15,19,50
2905,22,22,50
2906,26,18,40
2907,35,17,60
2908,14,22,60
2909,11,29,40
2910,8,39,40
2911,17,12,50
2912,30,22,40
2913,11,25,40
2914,17,20,60
2915,6,22,40
2916,9,19,40
2917,20,15,60
2918,25,40,50
2919,26,14,40
2920,5,41,50
2921,12,6,60
2922,28,6,40
2923,17,23,40
2924,5,37,50
2925,12,23,60
2926,26,10,50
2927,16,9,50
2928,5,55,60
2929,24,33,60
2930,22,38,50
2931,17,25,60
2932,34,24,40
2933,20,11,50
2934,13,40,50
2935,25,24,40
2936,5,43,50
2937,30,21,60
2938,16,10,50
2939,11,17,40
2940,33,11,40
2941,34,23,40
2942,14,59,60
2943,11,52,60
2944,21,19,50
2945,30,25,40
2946,23,23,40
2947,21,15,40
2948,5,28,50
2949,20,11,40
2950,33,17,50
2951,20,19,60
2952,24,25,50
2953,20,50,50
2954,14,57,60
2955,12,24,40
2956,10,5,40
2957,11,5,60
2958,5,34,50
2959,22,23,50
2960,13,6,40
2961,16,25,50
2962,23,16,40
2963,18,18,40
2964,10,14,60
2965,8,24,40
2966,13,29,40
2967,8,35,40
2968,31,5,60
2969,15,5,50
2970,7,38,40
2971,24,23,40
2972,27,13,60
2973,10,23,50
2974,12,9,50
2975,12,17,40
2976,17,16,60
2977,20,28,40
2978,23,10,50
2979,23,16,40
2980,7,32,60
2981,19,20,60
2982,35,13,40
2983,31,13,40
2984,12,37,40
2985,35,5,50
2986,6,51,60
2987,22,46,50
2988,32,6,40
2989,16,20,50
2990,16,44,60
2991,27,10,50
2992,16,50,50
2993,14,15,60
2994,30,16,60
2995,15,23,50
2996,16,44,50
2997,34,14,50
2998,20,36,40
2999,23,16,60
3000,7,31,50
3001,15,26,40
3002,24,19,60
3003,10,17,60
3004,21,24,50
3005,15,49,60
3006,33,10,60
3007,9,28,60
3008,22,7,60
3009,8,47,50
3010,11,21,60
3011,28,5,40
3012,27,10,50
3013,17,15,60
3014,8,35,50
3015,16,50,60
3016,21,40,50
3017,28,16,40
3018,23,8,60
3019,30,25,40
3020,9,27,50
3021,10,21,60
3022,25,9,40
3023,32,14,40
3024,34,17,40
3025,11,49,50
3026,8,27,60
3027,10,5,40
3028,8,28,50
3029,7,17,40
3030,19,22,50
3031,16,40,50
3032,32,24,40
3033,15,39,50
3034,16,14,50
3035,29,23,50
3036,30,24,50
3037,11,20,60
3038,20,25,40
3039,10,13,50
3040,25,17,60
3041,34,8,60
3042,32,23,50
3043,21,20,60
3044,22,6,40
3045,34,7,50
3046,13,49,50
3047,7,22,40
3048,32,25,60
3049,24,17,40
3050,15,30,60
3051,25,6,60
3052,19,22,50
3053,24,11,60
3054,23,8,60
3055,31,9,40
3056,31,5,60
3057,24,7,60
3058,15,19,60
3059,23,39,50
3060,30,6,60
3061,23,22,50
3062,21,46,60
3063,24,14,40
3064,11,14,40
3065,20,18,60
3066,9,17,40
3067,25,20,40
3068,10,17,40
3069,35,25,60
3070,17,16,40
3071,15,12,50
3072,31,23,50
3073,12,43,50
3074,8,21,60
3075,14,9,40
3076,29,23,60
3077,24,20,40
3078,35,18,50
3079,21,37,40
3080,25,49,50
3081,18,30,40
3082,13,28,40
3083,32,18,60
3084,7,17,40
3085,31,16,50
3086,22,21,50
3087,14,8,40
3088,15,7,40
3089,15,11,60
3090,31,22,50
3091,22,31,50
3092,7,26,50
3093,23,8,60
3094,6,29,60
3095,14,14,40
3096,33,17,40
3097,21,6,40
3098,5,22,60
3099,31,13,60
3100,21,15,60
3101,35,9,50
3102,12,45,50
3103,16,20,40
3104,20,28,50
3105,10,27,40
3106,30,25,60
3107,7,24,60
3108,14,21,60
3109,7,30,40
3110,7,51,60
3111,17,25,40
3112,25,38,50
3113,13,28,40
3114,34,18,40
3115,15,39,40
3116,5,27,50
3117,16,40,60
3118,29,12,50
3119,14,20,60
3120,21,41,60
3121,34,25,60
3122,12,34,40
3123,19,20,60
3124,18,34,40
3125,23,7,40
3126,12,9,60
3127,11,16,60
3128,22,13,50
3129,25,36,50
3130,22,35,50
3131,20,47,50
3132,17,50,50
3133,24,53,60
3134,23,23,60
3135,20,7,50
3136,20,36,60
3137,21,54,60
3138,7,31,60
3139,18,13,60
3140,24,47,50
3141,20,15,40
3142,28,11,40
3143,19,11,50
3144,21,41,50
3145,13,42,50
3146,31,11,60
3147,9,59,60
3148,11,38,50
3149,22,50,60
3150,16,19,50
3151,26,10,60
3152,33,14,40
3153,17,11,60
3154,35,25,60
3155,15,25,50
3156,21,12,50
3157,25,13,50
3158,24,22,60
3159,9,31,50
3160,7,31,60
3161,22,22,40
3162,10,7,50
3163,35,13,40
3164,24,22,50
3165,18,21,60
3166,23,11,60
3167,11,18,50
3168,20,53,60
3169,25,18,40
3170,20,8,50
3171,15,8,40
3172,6,17,50
3173,13,18,40
3174,27,13,60
3175,35,8,40
3176,31,18,60
3177,6,36,40
3178,11,5,60
3179,20,24,40
3180,13,33,60
3181,17,12,50
3182,29,24,40
3183,34,13,60
3184,21,12,60
3185,10,22,40
3186,20,12,60
3187,17,21,40
3188,29,5,60
3189,7,33,40
3190,24,32,60
3191,8,21,50
3192,18,22,40
3193,24,24,40
3194,15,12,40
3195,8,15,50
3196,31,14,40
3197,28,24,50
3198,24,11,50
3199,13,7,40
3200,19,43,50
3201,33,17,40
3202,34,17,60
3203,27,13,40
3204,31,20,40
3205,35,21,50
3206,20,5,50
3207,26,24,50
3208,24,24,50
3209,16,19,40
3210,7,53,60
3211,17,25,60
3212,16,11,50
3213,21,17,50
3214,12,33,50
