student_id,signup_date,source,state,working_professional
2729,2025-04-22,Email,Delhi,False
2730,2025-05-07,Youtube,Rajasthan,True
2731,2025-12-15,Referral,Rajasthan,False
2732,2025-11-02,Ads,Maharashtra,False
2733,2025-02-11,Referral,Bihar,True
2734,2025-09-27,Telegram,Maharashtra,False
2735,2025-08-17,Organic,MP,False
2736,2025-09-28,Ads,Delhi,False
2737,2025-12-27,Email,MP,True
2738,2025-07-05,Ads,UP,False
2739,2025-02-09,Email,Delhi,False
2740,2025-10-16,Email,Maharashtra,False
2741,2025-02-27,Ads,Maharashtra,True
2742,2025-02-01,Email,MP,False
2743,2025-10-08,Email,Maharashtra,True
2744,2025-09-16,Telegram,Maharashtra,False
2745,2025-04-14,Referral,Rajasthan,True
2746,2025-10-21,Referral,UP,False
2747,2025-10-02,Organic,Rajasthan,False
2748,2025-03-18,Organic,Maharashtra,True
2749,2025-03-26,Telegram,Bihar,True
2750,2025-06-17,Organic,Rajasthan,True
2751,2025-09-24,Ads,Maharashtra,True
2752,2025-08-15,Youtube,Maharashtra,True
2753,2025-03-01,Youtube,UP,False
2754,2025-12-15,Youtube,MP,False
2755,2025-04-16,Telegram,Delhi,False
2756,2025-10-26,Telegram,Rajasthan,False
2757,2025-09-08,Email,Rajasthan,True
2758,2025-02-16,Youtube,Rajasthan,True
2759,2025-09-19,Ads,Maharashtra,True
2760,2025-08-17,Organic,UP,False
2761,2025-01-29,Ads,Maharashtra,False
2762,2025-08-21,Organic,Maharashtra,True
2763,2025-03-09,Youtube,MP,True
2764,2025-09-20,Youtube,Bihar,False
2765,2025-08-01,Youtube,UP,False
2766,2025-08-22,Telegram,Rajasthan,False
2767,2025-10-16,Organic,Delhi,True
2768,2025-01-30,Telegram,Rajasthan,False
2769,2025-10-14,Telegram,Maharashtra,False
2770,2025-08-25,Referral,UP,False
2771,2025-12-11,Ads,UP,False
2772,2025-06-07,Ads,UP,False
2773,2025-01-12,Email,Bihar,True
2774,2025-07-22,Telegram,Rajasthan,True
2775,2025-05-11,Organic,Bihar,False
2776,2025-01-02,Referral,MP,False
2777,2025-04-22,Referral,Delhi,False
2778,2025-10-24,Ads,MP,False
2779,2025-02-07,Telegram,Maharashtra,True
2780,2025-01-24,Email,Bihar,False
2781,2025-08-05,Telegram,Bihar,True
2782,2025-06-26,Youtube,MP,False
2783,2025-12-25,Telegram,Maharashtra,False
2784,2025-02-02,Youtube,UP,False
2785,2025-10-05,Youtube,Maharashtra,True
2786,2025-01-31,Email,Rajasthan,False
2787,2025-02-05,Organic,MP,False
2788,2025-08-30,Ads,Maharashtra,True
2789,2025-01-17,Telegram,UP,False
2790,2025-05-27,Youtube,Maharashtra,False
2791,2025-07-29,Telegram,Bihar,False
2792,2025-04-03,Organic,Delhi,False
2793,2025-03-11,Ads,Bihar,True
2794,2025-11-25,Organic,Delhi,False
2795,2025-11-27,Ads,Maharashtra,False
2796,2025-08-04,Referral,Rajasthan,True
2797,2025-07-11,Ads,Maharashtra,True
2798,2025-07-15,Email,UP,True
2799,2025-08-18,Organic,Maharashtra,True
2800,2025-07-13,Youtube,Delhi,False
2801,2025-07-12,Referral,Bihar,False
2802,2025-02-11,Email,Rajasthan,False
2803,2025-12-16,Telegram,Maharashtra,True
2804,2025-12-05,Organic,Maharashtra,False
2805,2025-10-04,Youtube,Bihar,False
2806,2025-03-10,Ads,Rajasthan,False
2807,2025-12-01,Youtube,MP,False
2808,2025-06-28,Telegram,Maharashtra,False
2809,2025-03-02,Referral,Maharashtra,False
2810,2025-04-02,Referral,MP,True
2811,2025-10-03,Organic,Delhi,False
2812,2025-07-21,Referral,Delhi,False
2813,2025-09-28,Organic,UP,False
2814,2025-03-07,Organic,Bihar,False
2815,2025-04-25,Organic,Rajasthan,True
2816,2025-01-02,Ads,Maharashtra,False
2817,2025-01-12,Email,Maharashtra,False
2818,2025-06-02,Organic,UP,False
2819,2025-08-26,Organic,Maharashtra,True
2820,2025-12-11,Email,Bihar,False
2821,2025-10-06,Youtube,UP,False
2822,2025-08-06,Organic,Bihar,False
2823,2025-09-30,Ads,UP,True
2824,2025-07-14,Referral,Maharashtra,True
2825,2025-04-28,Referral,UP,False
2826,2025-05-07,Telegram,Delhi,True
2827,2025-08-24,Telegram,Rajasthan,False
2828,2025-06-27,Referral,Maharashtra,False
2829,2025-03-21,Referral,MP,False
2830,2025-05-22,Ads,Rajasthan,False
2831,2025-04-07,Email,Maharashtra,True
2832,2025-02-27,Telegram,Rajasthan,False
2833,2025-01-17,Email,Delhi,False
2834,2025-12-05,Ads,Rajasthan,False
2835,2025-08-03,Referral,UP,False
2836,2025-11-11,Organic,Rajasthan,False
2837,2025-01-09,Email,Maharashtra,True
2838,2025-05-04,Referral,MP,False
2839,2025-04-16,Referral,MP,False
2840,2025-02-04,Youtube,Bihar,False
2841,2025-02-21,Email,Rajasthan,False
2842,2025-11-01,Organic,MP,True
2843,2025-01-18,Email,Rajasthan,False
2844,2025-08-17,Referral,MP,False
2845,2025-11-03,Organic,Rajasthan,True
2846,2025-12-11,Ads,Maharashtra,False
2847,2025-12-27,Youtube,Rajasthan,True
2848,2025-01-25,Referral,Maharashtra,False
2849,2025-05-06,Telegram,Maharashtra,True
2850,2025-01-23,Telegram,Bihar,False
2851,2025-07-25,Youtube,MP,True
2852,2025-08-13,Ads,UP,False
2853,2025-04-30,Referral,Maharashtra,False
2854,2025-10-04,Email,MP,True
2855,2025-04-22,Youtube,Delhi,False
2856,2025-01-29,Ads,Rajasthan,True
2857,2025-03-13,Email,Delhi,False
2858,2025-09-15,Telegram,Rajasthan,False
2859,2025-05-29,Telegram,Bihar,False
2860,2025-04-30,Email,Maharashtra,False
2861,2025-10-22,Youtube,UP,True
2862,2025-06-13,Telegram,Maharashtra,True
2863,2025-10-23,Referral,Rajasthan,False
2864,2025-11-03,Organic,UP,True
2865,2025-12-11,Email,Maharashtra,False
2866,2025-06-14,Email,UP,True
2867,2025-05-02,Telegram,Rajasthan,False
2868,2025-06-04,Youtube,Bihar,True
2869,2025-03-15,Referral,Bihar,False
2870,2025-12-05,Youtube,Maharashtra,True
2871,2025-09-24,Ads,Delhi,True
2872,2025-04-24,Ads,Rajasthan,False
2873,2025-07-31,Organic,Maharashtra,True
2874,2025-06-03,Telegram,Maharashtra,False
2875,2025-05-21,Telegram,Bihar,False
2876,2025-02-01,Telegram,UP,True
2877,2025-10-13,Organic,Rajasthan,False
2878,2025-10-30,Ads,UP,False
2879,2025-03-31,Youtube,MP,False
2880,2025-11-17,Organic,MP,False
2881,2025-12-14,Organic,Rajasthan,False
2882,2025-08-07,Youtube,Delhi,True
2883,2025-10-12,Telegram,MP,True
2884,2025-09-11,Referral,Bihar,False
2885,2025-01-25,Youtube,Delhi,False
2886,2025-06-26,Ads,Maharashtra,True
2887,2025-11-26,Email,MP,False
2888,2025-12-10,Email,Bihar,False
2889,2025-07-15,Organic,Maharashtra,True
2890,2025-09-26,Email,Delhi,True
2891,2025-06-13,Referral,Rajasthan,False
2892,2025-12-23,Telegram,Maharashtra,True
2893,2025-08-02,Ads,UP,True
2894,2025-07-29,Referral,Rajasthan,True
2895,2025-03-18,Ads,Rajasthan,False
2896,2025-06-03,Ads,Delhi,False
2897,2025-07-12,Telegram,Delhi,True
2898,2025-04-05,Organic,Bihar,True
2899,2025-10-03,Email,Bihar,False
2900,2025-08-31,Telegram,UP,False
2901,2025-05-04,Referral,Rajasthan,False
2902,2025-04-26,Organic,UP,False
2903,2025-06-03,Referral,UP,False
2904,2025-12-29,Organic,Delhi,True
2905,2025-03-15,Referral,UP,False
2906,2025-08-26,Telegram,UP,False
2907,2025-01-30,Organic,Maharashtra,False
2908,2025-10-15,Organic,Bihar,False
2909,2025-07-31,Ads,Bihar,True
2910,2025-08-02,Ads,Rajasthan,True
2911,2025-10-13,Youtube,Bihar,False
2912,2025-09-29,Referral,MP,False
2913,2025-03-10,Ads,Rajasthan,False
2914,2025-07-18,Youtube,Maharashtra,False
2915,2025-05-05,Ads,Bihar,True
2916,2025-05-11,Referral,Maharashtra,True
2917,2025-04-15,Organic,Bihar,False
2918,2025-06-19,Email,Bihar,True
2919,2025-11-28,Referral,Maharashtra,False
2920,2025-02-10,Telegram,UP,True
2921,2025-08-19,Ads,UP,False
2922,2025-07-09,Ads,UP,False
2923,2025-02-17,Organic,MP,False
2924,2025-10-02,Telegram,UP,True
2925,2025-04-08,Organic,Bihar,False
2926,2025-01-27,Telegram,Delhi,False
2927,2025-05-18,Email,Maharashtra,False
2928,2025-07-13,Ads,Delhi,True
2929,2025-12-11,Ads,MP,True
2930,2025-11-06,Email,Delhi,True
2931,2025-11-05,Youtube,Rajasthan,True
2932,2025-01-21,Organic,UP,False
2933,2025-02-07,Email,MP,False
2934,2025-04-07,Organic,Bihar,True
2935,2025-10-28,Referral,UP,True
2936,2025-12-10,Ads,UP,True
2937,2025-10-14,Organic,Delhi,False
2938,2025-04-22,Telegram,Rajasthan,False
2939,2025-09-03,Organic,UP,False
2940,2025-04-17,Referral,Maharashtra,False
2941,2025-06-20,Ads,Maharashtra,False
2942,2025-06-05,Email,UP,True
2943,2025-01-08,Referral,Delhi,True
2944,2025-04-19,Ads,Delhi,False
2945,2025-04-08,Organic,Bihar,False
2946,2025-03-02,Youtube,MP,True
2947,2025-09-03,Youtube,MP,True
2948,2025-05-05,Telegram,MP,True
2949,2025-12-23,Ads,Rajasthan,False
2950,2025-11-06,Youtube,Delhi,False
2951,2025-12-27,Email,Bihar,False
2952,2025-04-15,Ads,Maharashtra,True
2953,2025-07-23,Email,MP,True
2954,2025-05-03,Email,Maharashtra,True
2955,2025-10-10,Youtube,Maharashtra,False
2956,2025-06-14,Ads,UP,False
2957,2025-05-25,Organic,Rajasthan,False
2958,2025-07-14,Referral,Bihar,True
2959,2025-08-27,Youtube,Rajasthan,False
2960,2025-10-01,Youtube,UP,False
2961,2025-11-29,Organic,Bihar,False
2962,2025-07-03,Ads,Bihar,False
2963,2025-06-07,Ads,Delhi,False
2964,2025-05-14,Email,Rajasthan,False
2965,2025-07-04,Organic,Rajasthan,True
2966,2025-09-20,Organic,Delhi,True
2967,2025-09-12,Ads,Maharashtra,True
2968,2025-08-27,Email,UP,False
2969,2025-02-20,Youtube,Rajasthan,False
2970,2025-08-29,Telegram,Delhi,True
2971,2025-06-13,Referral,Bihar,False
2972,2025-04-15,Youtube,MP,False
2973,2025-07-09,Ads,Delhi,False
2974,2025-06-10,Referral,MP,False
2975,2025-07-31,Telegram,Maharashtra,False
2976,2025-01-24,Telegram,UP,True
2977,2025-10-16,Email,MP,True
2978,2025-04-24,Referral,Maharashtra,False
2979,2025-03-16,Email,MP,True
2980,2025-01-09,Youtube,Bihar,True
2981,2025-05-14,Organic,Bihar,False
2982,2025-10-11,Organic,Bihar,False
2983,2025-10-27,Organic,Bihar,False
2984,2025-10-24,Referral,Delhi,True
2985,2025-08-02,Organic,Bihar,False
2986,2025-06-01,Youtube,Bihar,True
2987,2025-03-20,Email,Delhi,True
2988,2025-04-11,Referral,Bihar,False
2989,2025-06-18,Email,Maharashtra,True
2990,2025-04-28,Referral,Maharashtra,True
2991,2025-07-14,Email,Rajasthan,False
2992,2025-10-19,Telegram,Maharashtra,True
2993,2025-05-06,Email,UP,False
2994,2025-09-13,Organic,UP,False
2995,2025-10-09,Telegram,UP,False
2996,2025-12-02,Email,Delhi,True
2997,2025-12-17,Referral,Maharashtra,False
2998,2025-06-22,Referral,UP,True
2999,2025-05-12,Referral,Rajasthan,False
3000,2025-09-08,Ads,Delhi,True
3001,2025-11-25,Youtube,Rajasthan,True
3002,2025-09-09,Referral,Maharashtra,False
3003,2025-08-24,Telegram,Bihar,True
3004,2025-03-28,Referral,Rajasthan,True
3005,2025-06-30,Ads,Bihar,True
3006,2025-03-28,Organic,Delhi,False
3007,2025-03-13,Telegram,Rajasthan,True
3008,2025-10-07,Ads,Rajasthan,False
3009,2025-09-08,Organic,MP,True
3010,2025-04-05,Telegram,Delhi,False
3011,2025-10-05,Email,Delhi,False
3012,2025-11-25,Youtube,UP,False
3013,2025-01-31,Youtube,Maharashtra,False
3014,2025-09-26,Ads,Rajasthan,True
3015,2025-01-18,Organic,Rajasthan,True
3016,2025-02-08,Youtube,Delhi,True
3017,2025-12-09,Organic,Delhi,False
3018,2025-01-25,Organic,Maharashtra,False
3019,2025-01-04,Ads,Delhi,False
3020,2025-07-31,Ads,Bihar,True
3021,2025-03-12,Ads,Bihar,False
3022,2025-11-19,Youtube,MP,False
3023,2025-04-29,Ads,Bihar,False
3024,2025-02-04,Youtube,Bihar,False
3025,2025-12-29,Ads,Maharashtra,True
3026,2025-03-19,Referral,Rajasthan,True
3027,2025-01-05,Organic,Bihar,False
3028,2025-04-22,Ads,MP,True
3029,2025-09-16,Telegram,Delhi,True
3030,2025-08-22,Organic,Bihar,True
3031,2025-07-11,Organic,MP,True
3032,2025-01-31,Ads,Maharashtra,False
3033,2025-11-13,Email,Delhi,True
3034,2025-11-23,Ads,MP,False
3035,2025-12-08,Organic,Bihar,False
3036,2025-11-12,Telegram,Rajasthan,False
3037,2025-09-05,Organic,Delhi,False
3038,2025-12-04,Telegram,Delhi,True
3039,2025-09-07,Youtube,Rajasthan,False
3040,2025-01-09,Referral,Delhi,False
3041,2025-01-04,Organic,Bihar,False
3042,2025-09-30,Ads,Delhi,False
3043,2025-10-10,Youtube,Bihar,False
3044,2025-07-30,Referral,Rajasthan,False
3045,2025-01-07,Ads,UP,False
3046,2025-01-09,Email,Rajasthan,True
3047,2025-09-29,Ads,Bihar,True
3048,2025-05-21,Telegram,Maharashtra,False
3049,2025-10-02,Telegram,Rajasthan,False
3050,2025-05-27,Email,Maharashtra,True
3051,2025-01-09,Youtube,Maharashtra,False
3052,2025-09-15,Referral,Bihar,False
3053,2025-12-24,Ads,Bihar,False
3054,2025-12-12,Telegram,UP,False
3055,2025-08-09,Youtube,MP,False
3056,2025-04-02,Email,Delhi,False
3057,2025-02-24,Organic,Rajasthan,False
3058,2025-02-19,Telegram,Bihar,False
3059,2025-09-26,Email,Rajasthan,True
3060,2025-03-18,Ads,MP,False
3061,2025-05-04,Referral,MP,True
3062,2025-04-09,Telegram,Maharashtra,True
3063,2025-11-14,Telegram,Delhi,False
3064,2025-09-27,Ads,UP,False
3065,2025-05-10,Organic,Rajasthan,False
3066,2025-07-01,Youtube,Delhi,True
3067,2025-05-17,Referral,UP,False
3068,2025-07-23,Telegram,Rajasthan,False
3069,2025-02-10,Referral,Delhi,False
3070,2025-07-11,Telegram,Bihar,True
3071,2025-07-27,Referral,Rajasthan,False
3072,2025-08-24,Email,Delhi,False
3073,2025-10-17,Telegram,MP,True
3074,2025-05-05,Referral,UP,True
3075,2025-12-23,Youtube,Delhi,False
3076,2025-04-26,Email,Bihar,False
3077,2025-06-03,Email,Rajasthan,False
3078,2025-12-17,Youtube,Rajasthan,False
3079,2025-02-11,Referral,Rajasthan,True
3080,2025-12-01,Ads,Bihar,True
3081,2025-11-29,Youtube,UP,True
3082,2025-01-17,Referral,Rajasthan,True
3083,2025-02-17,Youtube,UP,False
3084,2025-07-27,Youtube,Delhi,True
3085,2025-07-14,Telegram,MP,False
3086,2025-07-13,Referral,MP,False
3087,2025-10-10,Ads,UP,False
3088,2025-09-01,Telegram,UP,False
3089,2025-01-29,Youtube,MP,False
3090,2025-11-23,Organic,Rajasthan,False
3091,2025-01-05,Youtube,Maharashtra,True
3092,2025-12-26,Youtube,Maharashtra,True
3093,2025-03-29,Referral,Bihar,False
3094,2025-02-12,Referral,MP,True
3095,2025-09-13,Telegram,MP,False
3096,2025-08-11,Ads,Bihar,False
3097,2025-11-27,Telegram,Maharashtra,False
3098,2025-06-19,Email,Delhi,True
3099,2025-10-17,Youtube,Rajasthan,False
3100,2025-02-18,Organic,Rajasthan,True
3101,2025-09-28,Youtube,Delhi,False
3102,2025-01-22,Youtube,Delhi,True
3103,2025-04-28,Telegram,Maharashtra,False
3104,2025-04-19,Organic,Bihar,True
3105,2025-12-21,Organic,Delhi,True
3106,2025-10-18,Organic,Bihar,False
3107,2025-09-01,Telegram,UP,True
3108,2025-05-19,Youtube,Rajasthan,False
3109,2025-01-24,Telegram,Maharashtra,True
3110,2025-02-08,Referral,Rajasthan,True
3111,2025-12-17,Referral,Maharashtra,False
3112,2025-05-24,Telegram,UP,True
3113,2025-10-06,Organic,Rajasthan,True
3114,2025-10-16,Youtube,UP,False
3115,2025-12-03,Telegram,Maharashtra,True
3116,2025-01-17,Telegram,Delhi,True
3117,2025-04-02,Telegram,Rajasthan,True
3118,2025-06-11,Email,UP,False
3119,2025-01-09,Referral,MP,False
3120,2025-04-17,Organic,Rajasthan,True
3121,2025-10-28,Ads,Rajasthan,False
3122,2025-03-15,Organic,Rajasthan,True
3123,2025-12-31,Ads,Bihar,False
3124,2025-07-23,Email,UP,True
3125,2025-02-09,Telegram,UP,False
3126,2025-06-03,Email,Rajasthan,False
3127,2025-03-25,Email,Delhi,False
3128,2025-10-16,Youtube,Rajasthan,False
3129,2025-05-04,Referral,Bihar,True
3130,2025-10-18,Ads,Maharashtra,True
3131,2025-07-19,Telegram,Bihar,True
3132,2025-12-13,Ads,Delhi,True
3133,2025-10-04,Organic,Rajasthan,True
3134,2025-06-19,Ads,UP,True
3135,2025-07-16,Organic,MP,False
3136,2025-03-13,Referral,Rajasthan,True
3137,2025-12-19,Organic,Delhi,True
3138,2025-02-10,Ads,UP,True
3139,2025-09-14,Ads,Bihar,False
3140,2025-06-27,Organic,Maharashtra,True
3141,2025-01-28,Email,Maharashtra,False
3142,2025-02-20,Referral,Rajasthan,False
3143,2025-08-12,Youtube,Bihar,False
3144,2025-04-29,Telegram,MP,True
3145,2025-02-08,Ads,MP,True
3146,2025-06-24,Telegram,Delhi,False
3147,2025-11-06,Youtube,Maharashtra,True
3148,2025-11-11,Telegram,Bihar,True
3149,2025-11-01,Youtube,Rajasthan,True
3150,2025-07-23,Organic,UP,False
3151,2025-06-17,Email,Rajasthan,False
3152,2025-01-16,Ads,Rajasthan,False
3153,2025-11-21,Youtube,Bihar,False
3154,2025-05-20,Telegram,Maharashtra,False
3155,2025-08-19,Ads,Bihar,False
3156,2025-09-09,Email,UP,False
3157,2025-04-27,Organic,Bihar,False
3158,2025-07-02,Ads,Delhi,False
3159,2025-10-11,Youtube,Rajasthan,True
3160,2025-07-12,Email,Maharashtra,True
3161,2025-08-10,Telegram,MP,False
3162,2025-04-06,Email,UP,False
3163,2025-12-15,Email,MP,False
3164,2025-10-27,Referral,Rajasthan,False
3165,2025-12-05,Email,Bihar,False
3166,2025-07-14,Email,MP,False
3167,2025-02-13,Ads,Delhi,False
3168,2025-11-13,Telegram,Bihar,True
3169,2025-06-01,Ads,Rajasthan,False
3170,2025-05-07,Ads,MP,False
3171,2026-01-01,Youtube,UP,False
3172,2025-02-07,Ads,MP,True
3173,2025-02-12,Referral,MP,True
3174,2025-05-18,Referral,Maharashtra,False
3175,2025-03-20,Youtube,MP,False
3176,2025-07-14,Organic,Rajasthan,False
3177,2025-12-31,Telegram,UP,True
3178,2025-11-21,Telegram,Rajasthan,False
3179,2025-03-20,Ads,Delhi,False
3180,2025-07-19,Ads,Bihar,True
3181,2025-06-12,Organic,MP,False
3182,2025-07-04,Ads,Maharashtra,False
3183,2025-02-24,Telegram,UP,False
3184,2025-02-16,Email,Maharashtra,False
3185,2025-01-03,Referral,Maharashtra,False
3186,2025-06-07,Email,Maharashtra,False
3187,2025-08-16,Email,MP,True
3188,2025-07-04,Telegram,UP,False
3189,2025-05-19,Email,UP,True
3190,2025-02-22,Organic,Maharashtra,True
3191,2025-03-09,Youtube,Bihar,True
3192,2025-02-14,Ads,MP,True
3193,2025-04-06,Youtube,MP,False
3194,2025-08-09,Referral,Rajasthan,False
3195,2025-08-18,Ads,MP,True
3196,2025-10-13,Email,Maharashtra,False
3197,2025-10-12,Referral,Delhi,False
3198,2025-09-20,Ads,Maharashtra,False
3199,2025-07-28,Organic,UP,False
3200,2025-02-22,Organic,MP,True
3201,2025-01-14,Organic,MP,False
3202,2025-02-15,Organic,Rajasthan,False
3203,2025-07-01,Email,Delhi,False
3204,2025-10-11,Youtube,MP,False
3205,2025-02-17,Ads,Rajasthan,False
3206,2025-11-02,Email,Rajasthan,False
3207,2025-11-03,Organic,Delhi,False
3208,2025-06-16,Youtube,Maharashtra,False
3209,2025-07-17,Referral,Maharashtra,True
3210,2025-01-07,Referral,Maharashtra,True
3211,2025-05-30,Referral,Bihar,True
3212,2025-07-31,Organic,Maharashtra,False
3213,2025-07-18,Referral,Delhi,False
3214,2025-02-13,Telegram,Bihar,True
3215,2025-10-14,Ads,Maharashtra,False
3216,2025-05-05,Ads,Bihar,False
3217,2025-10-20,Organic,Delhi,False
3218,2025-09-24,Telegram,Maharashtra,True
3219,2025-03-28,Email,UP,False
3220,2025-12-17,Email,MP,False
3221,2025-07-14,Referral,Delhi,False
3222,2025-03-28,Youtube,Rajasthan,False
3223,2025-03-13,Email,Rajasthan,False
3224,2025-05-18,Youtube,Delhi,True
3225,2025-06-04,Ads,Rajasthan,False
3226,2025-05-18,Youtube,Delhi,True
3227,2025-09-10,Ads,UP,True
3228,2025-03-16,Telegram,Delhi,True
3229,2025-02-02,Telegram,Maharashtra,True
3230,2025-03-27,Organic,Maharashtra,True
3231,2025-08-11,Organic,Bihar,False
3232,2025-05-22,Referral,Rajasthan,False
3233,2025-08-04,Email,MP,False
3234,2025-06-03,Referral,Rajasthan,False
3235,2025-09-05,Ads,Delhi,True
3236,2025-02-09,Referral,MP,True
3237,2025-07-04,Youtube,MP,False
3238,2025-05-09,Ads,Rajasthan,False
3239,2025-05-07,Organic,MP,False
3240,2025-11-17,Telegram,MP,False
3241,2025-09-11,Organic,Maharashtra,False
3242,2025-11-01,Email,UP,False
3243,2025-11-12,Ads,Delhi,False
3244,2025-04-11,Ads,Rajasthan,True
3245,2025-08-23,Youtube,Maharashtra,False
3246,2025-02-24,Email,Bihar,False
3247,2025-03-11,Telegram,MP,False
3248,2025-06-05,Ads,MP,True
3249,2025-01-04,Ads,Rajasthan,False
3250,2025-07-22,Youtube,UP,True
3251,2025-06-20,Referral,UP,False
3252,2025-11-14,Telegram,Rajasthan,True
3253,2025-07-14,Organic,Rajasthan,True
3254,2025-06-18,Email,Maharashtra,False
3255,2025-08-14,Ads,Rajasthan,True
3256,2025-06-21,Ads,Bihar,True
3257,2025-08-09,Organic,Maharashtra,True
3258,2025-11-30,Telegram,MP,True
3259,2025-11-01,Referral,MP,False
3260,2025-03-11,Ads,MP,False
3261,2025-06-03,Telegram,MP,False
3262,2025-06-14,Organic,Delhi,False
3263,2025-11-05,Youtube,Bihar,False
3264,2025-12-22,Referral,Maharashtra,False
3265,2025-04-13,Email,Maharashtra,False
3266,2025-09-03,Ads,MP,False
3267,2025-06-10,Telegram,UP,False
3268,2025-04-01,Youtube,Maharashtra,False
3269,2025-07-23,Email,Bihar,True
3270,2025-06-13,Telegram,Rajasthan,True
3271,2025-05-30,Telegram,Bihar,False
3272,2025-12-22,Email,MP,False
3273,2025-11-21,Youtube,MP,True
3274,2025-09-09,Organic,Delhi,True
3275,2025-10-22,Youtube,Maharashtra,False
3276,2025-05-05,Referral,Maharashtra,False
3277,2025-06-16,Ads,Maharashtra,True
3278,2025-07-12,Email,MP,True
3279,2025-05-24,Organic,Maharashtra,False
3280,2025-07-21,Email,UP,False
3281,2025-07-06,Email,UP,True
3282,2025-02-28,Youtube,Rajasthan,False
3283,2025-10-16,Ads,Maharashtra,False
3284,2025-04-13,Referral,Delhi,False
3285,2025-10-31,Telegram,Rajasthan,False
3286,2025-10-07,Telegram,MP,False
3287,2025-04-03,Email,Maharashtra,True
3288,2025-12-16,Ads,UP,True
3289,2025-10-09,Organic,Delhi,True
3290,2025-01-14,Youtube,Rajasthan,True
3291,2025-08-25,Ads,Delhi,True
3292,2025-12-29,Ads,Maharashtra,True
3293,2025-04-18,Youtube,Bihar,False
3294,2025-08-13,Email,Delhi,False
3295,2025-05-30,Ads,Delhi,False
3296,2025-12-21,Telegram,MP,False
3297,2025-02-05,Youtube,UP,True
3298,2025-07-29,Organic,Maharashtra,True
3299,2025-12-11,Referral,Delhi,True
3300,2025-09-13,Email,Maharashtra,False
3301,2025-03-13,Youtube,UP,True
3302,2025-11-21,Referral,MP,False
3303,2025-06-05,Referral,Maharashtra,False
3304,2025-05-04,Organic,UP,True
3305,2025-05-10,Ads,UP,True
3306,2025-12-04,Organic,Rajasthan,False
3307,2025-03-20,Ads,MP,False
3308,2025-08-05,Ads,MP,False
3309,2025-07-13,Youtube,Maharashtra,True
3310,2025-02-07,Youtube,Bihar,False
3311,2025-08-18,Email,Rajasthan,True
3312,2025-11-03,Ads,MP,False
3313,2025-09-03,Referral,UP,False
3314,2025-10-26,Telegram,MP,False
3315,2025-07-25,Email,Bihar,False
3316,2025-10-01,Youtube,Delhi,False
3317,2025-09-17,Organic,Delhi,True
3318,2025-12-21,Email,MP,True
3319,2025-08-03,Email,MP,True
3320,2025-10-06,Email,Rajasthan,False
3321,2025-01-19,Email,MP,False
3322,2025-07-04,Telegram,Bihar,True
3323,2025-12-26,Organic,MP,False
3324,2025-10-02,Organic,Maharashtra,True
3325,2025-11-01,Organic,Bihar,True
3326,2025-11-23,Ads,Rajasthan,True
3327,2025-02-13,Referral,Maharashtra,False
3328,2025-02-25,Organic,Maharashtra,False
3329,2025-05-08,Email,Delhi,False
3330,2025-12-03,Email,Bihar,False
3331,2025-12-07,Organic,Maharashtra,True
3332,2025-07-01,Organic,Rajasthan,False
3333,2025-03-27,Email,Delhi,True
3334,2025-11-28,Ads,Maharashtra,False
3335,2025-11-10,Youtube,Bihar,False
3336,2025-01-23,Youtube,Delhi,False
3337,2025-10-16,Organic,Bihar,False
3338,2025-11-27,Telegram,Bihar,False
3339,2025-12-13,Organic,Bihar,True
3340,2025-11-28,Organic,Delhi,False
3341,2025-07-24,Youtube,Maharashtra,True
3342,2025-06-19,Email,MP,True
3343,2025-08-09,Organic,UP,False
3344,2025-02-24,Email,Maharashtra,False
3345,2025-01-06,Email,Delhi,True
3346,2025-02-20,Telegram,UP,False
3347,2025-05-13,Email,UP,False
3348,2025-04-24,Youtube,UP,False
3349,2025-09-19,Ads,MP,False
3350,2025-09-23,Ads,Rajasthan,False
3351,2025-10-13,Referral,Delhi,True
3352,2025-10-25,Organic,MP,False
3353,2025-12-19,Youtube,MP,False
3354,2025-10-22,Email,Rajasthan,False
3355,2025-04-24,Ads,UP,False
3356,2025-08-17,Youtube,Rajasthan,True
3357,2025-07-11,Ads,Rajasthan,True
3358,2025-07-20,Email,MP,True
3359,2025-08-26,Ads,Delhi,False
3360,2025-12-14,Organic,Bihar,True
3361,2025-10-29,Organic,Rajasthan,True
3362,2025-12-20,Referral,Rajasthan,False
3363,2025-09-14,Referral,UP,False
3364,2025-03-19,Ads,UP,False
3365,2025-06-26,Youtube,MP,False
3366,2025-01-13,Organic,UP,True
3367,2025-09-05,Youtube,Maharashtra,True
3368,2025-02-23,Youtube,Rajasthan,False
3369,2025-06-01,Ads,UP,False
3370,2025-08-01,Youtube,Delhi,False
3371,2025-02-13,Organic,Maharashtra,True
3372,2025-03-01,Email,MP,True
3373,2025-03-14,Referral,Bihar,False
3374,2025-06-28,Email,Rajasthan,False
3375,2025-06-09,Youtube,Rajasthan,False
3376,2025-06-25,Email,Delhi,False
3377,2025-08-22,Organic,Bihar,False
3378,2025-04-16,Organic,Bihar,False
3379,2025-09-24,Youtube,MP,False
3380,2025-09-05,Ads,MP,False
3381,2025-06-28,Email,Maharashtra,False
3382,2025-09-01,Ads,Rajasthan,False
3383,2025-02-19,Ads,UP,False
3384,2025-08-13,Telegram,MP,True
